NU_INSCRICAO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10051E+11;F;GO;C;G;C;D;3;H;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;E;G;A;D;4;F;A;D;D;B;A;B;B;B;A;B;A;A;B;A;B;E;A;C;B
2,10054E+11;M;GO;B;C;C;B;2;A;D;B;B;A;A;B;B;A;A;A;A;A;B;A;A;A;A;A;B
2,10051E+11;F;GO;A;C;C;B;6;D;A;C;D;A;A;B;A;A;A;A;A;A;A;A;B;C;A;A;B
2,10053E+11;M;GO;C;E;C;B;6;D;A;C;D;C;A;B;B;B;A;B;A;B;B;B;B;E;A;B;B
2,10054E+11;F;GO;E;E;F;F;5;B;A;B;D;B;A;B;B;B;A;B;A;A;B;A;B;B;A;A;B
2,10054E+11;M;GO;C;E;A;A;4;F;A;C;E;C;A;B;C;B;A;A;A;A;B;A;B;E;A;B;B
2,10054E+11;F;GO;H;C;F;B;5;B;D;C;D;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B
2,10052E+11;F;GO;C;C;A;B;5;D;A;B;C;B;A;B;B;B;B;B;A;A;B;A;A;E;A;B;B
2,10053E+11;M;GO;D;E;F;B;4;C;A;D;D;B;B;B;B;B;B;A;A;A;B;A;B;E;A;C;B
2,10053E+11;F;GO;H;G;F;D;4;C;A;B;C;B;A;B;B;B;B;A;A;B;B;B;A;E;A;D;B
2,10053E+11;M;GO;B;B;A;B;4;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;B;E;F;F;4;D;A;C;D;B;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B
2,10054E+11;F;GO;B;D;D;D;3;C;A;B;B;B;A;B;A;A;A;B;A;A;B;A;A;B;B;A;B
2,10053E+11;M;GO;C;E;C;C;3;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;F;F;D;B;2;C;A;B;C;A;A;C;B;B;A;B;A;A;B;B;A;C;A;B;B
2,10054E+11;F;GO;B;E;F;F;4;B;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;D;A;A;A
2,10054E+11;M;GO;C;D;C;B;4;A;A;B;A;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
2,10053E+11;F;GO;B;D;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;H;E;F;D;2;E;A;C;C;A;C;B;B;A;A;A;A;A;C;A;A;D;A;A;B
2,10054E+11;M;GO;E;D;A;D;4;D;A;B;D;B;B;B;A;B;A;A;A;A;A;A;A;D;A;B;B
2,10054E+11;F;GO;H;B;F;C;3;B;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;A;B;F;B;4;F;A;D;D;B;A;C;B;B;A;B;A;A;E;A;A;E;A;A;B
2,10054E+11;M;GO;H;H;B;F;3;C;A;C;D;A;A;B;B;B;B;B;A;A;A;B;A;D;A;A;B
2,10051E+11;F;GO;E;G;A;D;4;I;A;B;C;A;B;B;B;B;B;A;A;A;C;B;A;E;A;C;B
2,10054E+11;F;GO;C;F;C;D;5;B;A;B;C;B;A;B;B;B;A;B;A;A;B;B;A;D;A;B;B
2,10054E+11;F;GO;E;E;F;B;3;D;A;C;C;B;A;B;B;B;A;B;A;A;B;B;A;D;A;B;B
2,10052E+11;M;GO;B;D;A;D;4;E;A;B;D;B;B;B;A;B;A;A;A;B;B;A;A;E;A;A;B
2,10053E+11;F;GO;C;D;C;B;7;F;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;D;D;B;B;5;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10052E+11;F;GO;D;E;C;B;3;B;D;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;E;E;D;B;2;G;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
2,10053E+11;F;GO;B;B;A;A;2;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;E;F;F;D;5;I;A;C;D;B;B;B;B;B;A;A;A;A;B;A;A;C;B;A;B
2,10051E+11;M;GO;H;E;E;B;5;C;A;C;D;A;A;B;B;A;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;G;G;E;D;4;F;D;E;D;C;B;C;B;B;A;B;A;B;D;A;B;E;A;B;B
2,10053E+11;F;GO;H;H;B;B;4;C;A;B;C;A;A;B;C;A;A;A;A;A;B;A;A;E;A;B;B
2,10054E+11;M;GO;E;D;C;C;3;E;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10053E+11;F;GO;B;C;B;B;4;B;A;B;C;A;A;B;B;B;A;A;A;A;B;B;A;C;B;B;B
2,10054E+11;F;GO;D;C;D;C;3;H;A;B;C;B;A;B;A;B;A;B;A;A;B;B;A;D;A;A;B
2,10053E+11;F;GO;D;E;C;B;4;F;A;D;D;D;B;B;C;B;A;B;A;B;C;B;B;E;A;C;B
2,10052E+11;F;GO;B;D;A;D;5;D;A;D;D;B;B;C;C;B;B;B;A;B;C;B;A;E;A;B;B
2,10054E+11;F;GO;C;C;C;B;3;F;A;C;D;B;B;C;B;B;B;B;A;A;B;A;B;D;A;B;B
2,10052E+11;F;GO;H;H;D;D;2;G;A;B;C;A;A;B;B;B;A;B;A;A;A;A;A;C;A;B;B
2,10054E+11;M;GO;D;D;A;B;3;C;A;B;C;B;B;B;B;B;A;A;A;A;A;A;A;B;A;A;B
2,10051E+11;F;GO;B;E;C;B;4;C;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10054E+11;F;GO;E;B;D;B;4;B;A;B;C;B;A;B;B;A;A;A;A;A;A;A;A;D;A;A;B
2,10051E+11;M;GO;E;E;F;C;4;C;A;B;D;B;B;B;B;B;B;A;A;A;C;A;A;E;A;B;B
2,10051E+11;F;GO;C;E;D;B;4;D;A;B;D;B;C;B;B;B;A;B;A;B;B;A;A;D;A;C;B
2,10053E+11;M;GO;E;E;F;D;2;A;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;B;B;B
2,10051E+11;M;GO;C;D;D;B;4;D;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;D;E;F;B;4;B;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10051E+11;F;GO;D;B;C;A;3;B;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10053E+11;F;GO;A;B;A;B;5;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;B
2,10053E+11;F;GO;B;E;B;B;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;A
2,10054E+11;F;GO;F;G;A;E;4;L;B;D;D;D;A;C;C;B;A;B;A;A;D;A;A;E;B;B;B
2,10052E+11;F;GO;E;F;C;B;3;F;A;C;D;B;B;B;A;B;A;B;A;B;C;A;A;D;A;B;B
2,10053E+11;M;GO;D;C;A;A;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;B;B;B
2,10054E+11;F;GO;C;E;C;B;5;D;A;C;D;A;C;B;B;B;B;B;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;E;E;D;B;4;F;A;C;C;B;A;B;A;B;A;B;A;A;C;B;B;E;B;B;B
2,10054E+11;F;GO;H;E;F;A;5;B;A;B;D;A;B;B;B;A;A;A;A;A;B;B;A;D;A;B;B
2,10053E+11;F;GO;C;C;F;F;6;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2,10052E+11;F;GO;B;D;A;A;4;C;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10051E+11;M;GO;H;H;D;B;3;B;A;B;C;B;B;B;B;B;B;A;A;A;B;A;B;C;A;A;B
2,10052E+11;F;GO;H;E;F;D;3;D;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;G;G;D;D;2;D;A;C;C;A;A;B;B;B;A;B;A;A;B;A;A;A;A;B;B
2,10053E+11;M;GO;C;B;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10054E+11;M;GO;B;B;C;A;3;C;A;B;E;B;A;B;B;B;A;B;A;A;C;A;A;C;A;B;B
2,10053E+11;F;GO;G;G;D;D;4;I;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;E;A;D;B
2,10053E+11;F;GO;D;D;C;C;5;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;D;E;C;D;4;F;B;E;E;C;A;C;C;C;C;A;A;A;C;B;A;C;A;B;B
2,10051E+11;M;GO;D;F;F;D;2;G;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;C;E;C;B;3;B;A;C;B;A;A;C;A;B;B;A;A;A;C;A;B;D;A;A;B
2,10053E+11;F;GO;D;E;B;B;5;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;E;C;B;7;C;A;B;C;B;A;B;A;B;B;B;B;A;C;A;A;E;B;B;B
2,10054E+11;F;GO;E;E;D;C;4;F;A;C;C;B;A;B;A;B;A;B;A;A;C;A;A;E;B;B;B
2,10052E+11;M;GO;H;E;F;C;7;E;A;C;E;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10054E+11;F;GO;B;C;B;F;6;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2,10051E+11;F;GO;B;B;B;B;4;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;C;C;B;B;4;C;A;B;D;A;B;B;A;B;A;B;A;A;B;A;A;C;B;B;B
2,10053E+11;M;GO;E;E;F;F;7;E;B;C;D;B;A;B;B;B;A;B;A;A;D;A;A;E;A;B;B
2,10054E+11;M;GO;C;C;C;A;6;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10053E+11;F;GO;B;E;C;B;7;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
2,10054E+11;F;GO;C;D;C;B;4;D;D;C;D;B;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;G;G;D;E;5;O;A;D;D;C;A;B;B;B;A;A;A;B;B;B;A;E;A;D;B
2,10053E+11;F;GO;C;D;B;B;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;B
2,10051E+11;M;GO;E;F;D;F;4;Q;C;E;D;C;A;D;B;B;A;C;A;A;D;A;B;E;A;E;B
2,10054E+11;F;GO;B;B;A;B;4;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;B;E;C;B;5;E;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;E;E;C;B;7;C;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;D;A;A;B
2,10052E+11;M;GO;E;E;C;B;2;C;A;B;C;B;B;B;B;B;A;B;A;B;B;A;A;C;A;B;B
2,10051E+11;F;GO;B;E;A;D;4;F;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;C;C;C;B;4;E;A;C;D;B;C;C;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10054E+11;F;GO;C;C;A;A;4;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,10054E+11;F;GO;D;E;F;B;3;C;A;B;D;B;A;B;A;B;B;B;A;A;B;B;A;E;A;B;B
2,10054E+11;F;GO;H;A;A;B;5;D;A;B;D;B;B;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10054E+11;F;GO;H;E;C;B;2;B;A;B;B;A;A;B;B;B;B;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;F;G;E;D;4;P;A;C;D;C;A;B;B;B;A;B;A;A;B;A;A;E;A;C;B
2,10052E+11;M;GO;D;E;B;B;3;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;G;H;B;F;4;D;A;D;E;B;A;C;C;B;A;B;A;A;D;A;A;E;A;B;B
2,10052E+11;M;GO;E;G;F;C;8;E;B;A;D;C;B;B;D;A;C;D;D;A;C;A;B;E;A;A;B
2,10051E+11;M;GO;D;D;B;B;3;C;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;A
2,10051E+11;F;GO;B;D;A;F;6;B;A;E;E;B;B;B;A;B;A;B;A;A;B;A;B;B;A;A;B
2,10054E+11;F;GO;E;D;D;B;6;E;A;C;D;B;A;B;C;B;A;B;A;A;C;A;B;E;A;B;B
2,10053E+11;M;GO;E;E;B;B;7;C;A;D;E;B;A;B;A;B;A;B;A;A;C;A;A;D;B;B;B
2,10053E+11;M;GO;D;C;B;B;4;D;A;B;D;B;A;B;B;B;A;B;A;A;C;A;A;D;B;B;B
2,10052E+11;M;GO;B;B;A;A;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;E;E;B;D;3;G;A;B;D;B;A;B;B;B;A;B;A;B;B;A;A;D;A;D;B
2,10053E+11;M;GO;E;F;A;A;5;C;A;B;D;B;B;B;A;B;A;A;A;A;B;A;B;D;A;B;B
2,10052E+11;F;GO;E;G;C;D;4;F;A;B;C;B;C;B;B;B;A;A;A;B;B;A;A;E;A;B;B
2,10052E+11;F;GO;B;C;C;B;3;D;A;B;D;A;A;C;A;A;A;A;A;A;B;A;A;D;A;A;A
2,10054E+11;F;GO;C;G;C;D;5;G;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10054E+11;F;GO;E;E;D;D;5;J;A;C;D;C;A;B;B;B;A;B;A;B;D;A;A;E;B;D;B
2,10051E+11;F;GO;B;C;A;B;3;D;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;B;A;B;A
2,10052E+11;F;GO;H;H;C;F;5;B;B;E;E;C;B;C;A;C;B;B;A;A;C;B;A;E;A;B;B
2,10054E+11;M;GO;B;F;C;B;3;E;A;C;C;B;B;B;A;B;A;B;A;A;C;A;A;D;B;B;B
2,10051E+11;M;GO;E;E;B;B;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10053E+11;M;GO;G;E;D;F;4;F;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B
2,10053E+11;F;GO;B;C;C;C;2;F;A;C;D;A;A;B;A;B;B;A;A;A;C;A;A;B;B;A;B
2,10054E+11;F;GO;B;G;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
2,10053E+11;M;GO;C;E;B;C;3;D;A;C;D;A;B;B;B;B;A;A;A;A;B;A;B;D;A;A;B
2,10051E+11;F;GO;E;E;B;B;3;C;A;C;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;B;F;D;D;4;H;A;C;D;B;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10054E+11;F;GO;B;E;A;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;C;G;D;D;2;D;A;C;D;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10053E+11;M;GO;E;E;E;E;4;M;A;C;D;D;C;B;B;B;A;B;A;B;D;A;B;E;A;C;B
2,10054E+11;F;GO;B;B;C;F;4;B;B;C;D;B;A;B;B;B;B;B;A;A;C;A;B;D;A;B;B
2,10052E+11;M;GO;C;E;C;B;4;B;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;E;A;B;B
2,10054E+11;F;GO;D;C;F;B;3;A;A;B;C;A;A;B;B;B;A;A;A;A;B;B;A;D;A;A;B
2,10053E+11;M;GO;E;C;B;B;4;B;A;B;C;A;A;B;A;B;A;A;A;A;A;A;A;C;A;A;B
2,10052E+11;M;GO;E;F;B;B;4;D;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;B
2,10051E+11;F;GO;G;G;B;B;5;H;A;C;D;B;A;B;A;B;A;B;A;A;C;A;A;E;B;E;B
2,10052E+11;F;GO;D;D;B;B;4;E;A;C;D;B;B;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10052E+11;F;GO;G;A;C;B;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;E;C;C;A;4;C;A;C;D;B;A;B;B;B;A;A;A;B;B;A;A;D;A;A;A
2,10052E+11;F;GO;B;C;C;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;B;C;A;A;B
2,10053E+11;F;GO;D;F;B;B;7;C;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;C;E;C;B;4;B;A;C;D;B;B;B;A;B;B;A;A;B;C;A;A;E;A;A;B
2,10052E+11;F;GO;E;E;B;B;3;B;A;B;D;B;A;B;B;B;B;B;A;A;B;A;A;C;A;B;B
2,10053E+11;F;GO;E;E;B;B;4;B;A;C;E;B;B;B;B;B;A;A;A;A;B;A;B;A;A;B;B
2,10051E+11;F;GO;E;F;D;D;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;A;D;C;B;4;C;A;B;C;A;B;B;B;A;A;B;A;A;B;A;A;E;A;A;B
2,10051E+11;M;GO;E;E;D;D;4;E;A;D;C;B;A;B;B;B;B;B;A;A;B;B;B;E;A;D;B
2,10052E+11;F;GO;E;D;C;B;4;F;A;B;E;B;B;B;A;B;A;B;A;B;C;B;B;E;A;B;B
2,10052E+11;F;GO;F;F;F;F;3;H;A;C;D;C;A;B;C;B;B;B;A;B;B;B;A;C;A;B;B
2,10051E+11;M;GO;B;D;A;A;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10052E+11;F;GO;E;E;C;D;4;G;A;B;C;B;B;B;B;A;A;B;A;A;B;B;A;C;A;B;B
2,10053E+11;M;GO;C;D;C;B;4;D;A;B;D;B;A;B;B;B;A;B;A;B;B;B;A;D;A;B;B
2,10053E+11;F;GO;H;D;B;B;5;C;A;C;D;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;C;C;B;B;3;C;A;C;C;C;B;B;B;B;A;B;A;A;C;B;A;D;A;B;A
2,10054E+11;F;GO;C;C;C;B;4;E;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;F;GO;D;G;C;D;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10051E+11;M;GO;H;F;F;A;2;D;A;D;D;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;B;B;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
2,10054E+11;F;GO;E;E;D;B;3;H;A;B;D;B;A;B;B;B;A;B;A;A;B;B;B;E;A;D;B
2,10054E+11;F;GO;E;F;B;B;4;D;A;B;D;B;B;B;B;B;A;B;A;A;B;B;A;D;A;B;B
2,10052E+11;F;GO;E;G;B;D;4;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10054E+11;F;GO;B;D;B;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;D;G;C;D;3;I;A;C;C;C;A;C;A;C;A;B;A;A;D;A;B;D;B;B;B
2,10053E+11;F;GO;E;F;C;B;3;D;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;D;G;D;D;5;G;A;C;D;A;B;B;B;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;C;D;C;F;5;C;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;B;E;A;B;2;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;E;C;B;B;4;D;A;C;D;B;B;B;B;B;A;B;A;A;C;B;B;E;A;A;B
2,10053E+11;M;GO;F;F;E;D;4;G;A;C;D;B;A;B;B;B;B;B;A;A;C;A;B;E;A;B;B
2,10053E+11;F;GO;B;B;A;B;3;B;A;B;C;A;B;B;B;B;A;A;A;A;A;A;A;D;A;B;B
2,10054E+11;M;GO;B;E;C;F;4;D;A;B;D;B;A;B;A;A;A;A;A;A;B;B;A;E;A;B;B
2,10054E+11;F;GO;E;E;D;D;5;G;B;C;C;B;B;B;B;B;B;B;A;A;B;A;B;E;A;B;B
2,10052E+11;F;GO;B;D;C;B;5;D;A;B;D;A;B;B;B;B;A;A;A;A;B;A;A;E;A;A;B
2,10054E+11;F;GO;E;F;B;D;4;G;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;E;A;B;B
2,10054E+11;F;GO;D;E;C;C;5;D;A;B;D;B;A;B;B;B;A;B;A;B;C;A;A;E;A;A;B
2,10053E+11;M;GO;F;F;D;D;5;B;A;C;E;B;A;B;B;B;A;B;B;A;B;A;A;D;A;B;B
2,10051E+11;F;GO;E;G;B;D;2;G;A;C;D;B;A;B;A;B;A;A;A;A;C;A;A;C;A;A;B
2,10054E+11;F;GO;D;D;A;A;5;B;A;B;D;B;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;E;E;D;F;3;G;A;D;D;B;B;B;A;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;B;D;C;B;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;E;E;C;B;4;G;A;C;D;C;A;B;B;B;B;B;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;B;E;B;B;3;G;A;C;C;C;A;B;B;B;B;A;A;B;B;A;A;C;A;B;B
2,10054E+11;F;GO;H;E;F;B;2;A;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;E;D;B;B;3;D;A;B;C;B;B;B;B;B;B;B;A;A;B;B;A;D;A;A;B
2,10051E+11;F;GO;H;C;B;B;2;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;B;B;B
2,10054E+11;F;GO;D;D;B;B;4;D;A;C;D;B;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10053E+11;F;GO;E;B;A;A;6;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;C;B;A;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;C;E;F;C;3;B;A;B;C;A;A;B;A;B;A;B;A;A;C;B;A;D;A;B;B
2,10052E+11;F;GO;D;D;B;F;7;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10053E+11;F;GO;B;E;C;B;4;C;A;B;D;B;A;B;B;B;B;B;A;B;B;B;A;E;A;B;B
2,10053E+11;F;GO;C;D;C;B;5;D;A;B;D;A;C;B;A;B;A;A;A;A;B;A;B;E;A;C;B
2,10053E+11;M;GO;H;F;C;D;2;D;A;C;D;C;A;B;B;B;B;B;A;A;C;A;A;D;A;C;B
2,10052E+11;F;GO;C;D;C;B;4;D;A;A;B;A;B;B;A;B;A;A;A;A;B;B;A;B;A;A;B
2,10052E+11;M;GO;D;E;C;B;4;E;A;B;C;B;A;B;A;B;A;A;A;B;B;B;A;E;B;A;B
2,10053E+11;F;GO;C;C;C;B;4;F;A;B;C;B;B;B;B;A;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;F;GO;C;E;A;A;5;C;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;H;H;A;B;4;A;B;A;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10054E+11;M;GO;C;C;A;A;5;D;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;E;D;C;A;6;C;A;C;E;B;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10054E+11;F;GO;H;E;C;D;6;F;A;C;D;A;A;B;A;B;A;B;A;A;B;A;A;E;A;B;B
2,10053E+11;M;GO;E;E;C;B;5;D;A;C;E;B;B;C;A;B;A;B;A;A;B;A;B;E;A;A;B
2,10052E+11;F;GO;C;D;D;B;4;C;A;B;D;B;A;B;B;B;A;A;A;A;C;A;A;D;A;B;B
2,10053E+11;F;GO;E;G;A;F;3;G;A;B;C;A;B;B;A;B;B;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;H;B;F;B;3;B;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;F;GO;C;E;D;D;4;J;B;C;D;B;B;B;B;B;A;B;A;B;C;A;B;E;A;B;B
2,10054E+11;F;GO;C;E;C;B;5;B;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,10051E+11;M;GO;C;C;B;B;3;C;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;D;E;F;F;5;F;A;B;C;B;A;B;B;B;A;B;A;B;C;B;B;B;B;B;B
2,10053E+11;F;GO;E;F;D;B;2;B;A;B;B;A;B;B;A;B;A;A;A;B;B;A;A;C;A;B;B
2,10052E+11;M;GO;D;D;B;B;5;B;A;B;D;C;A;B;B;B;B;B;A;A;C;A;B;E;A;B;B
2,10052E+11;F;GO;H;B;D;F;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;F;GO;D;C;B;D;5;B;A;B;D;B;B;B;B;B;B;B;B;A;C;A;B;E;A;B;B
2,10054E+11;M;GO;E;E;E;C;4;P;B;D;D;C;A;B;B;B;B;B;A;A;C;B;B;E;A;A;B
2,10054E+11;F;GO;H;D;F;B;3;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;A;D;A;A;B
2,10052E+11;F;GO;E;F;C;B;4;C;A;C;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;C;E;C;B;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;B;B;A;B
2,10053E+11;F;GO;C;C;B;B;3;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;B;B;A;B
2,10053E+11;M;GO;D;D;B;B;3;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;M;GO;B;B;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;B
2,10053E+11;M;GO;F;C;E;B;3;L;A;E;E;C;A;C;C;B;B;B;A;B;B;A;B;D;B;C;B
2,10054E+11;F;GO;H;E;F;B;2;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;B;C;A;B;4;D;A;C;D;A;B;B;A;B;A;A;A;A;B;B;A;D;A;B;B
2,10052E+11;F;GO;B;D;A;F;3;B;A;B;D;A;A;B;B;B;A;A;A;A;B;B;B;D;A;C;B
